city,pincode,district,state,country
Chagantipadu,521163,KRISHNA,ANDHRA PRADESH,india
Pamulalanka,521163,KRISHNA,ANDHRA PRADESH,india
Vemulanarva,521402,NTR,ANDHRA PRADESH,india
Aminapuram,521250,KRISHNA,ANDHRA PRADESH,india
Chilukuru,521456,NTR,ANDHRA PRADESH,india
Gandigunta,521165,KRISHNA,ANDHRA PRADESH,india
Goditippa,533217,Konaseema,ANDHRA PRADESH,india
Samanthakurru,533217,Konaseema,ANDHRA PRADESH,india
Machavaram,533214,Konaseema,ANDHRA PRADESH,india
Bhatnavilli,533222,Konaseema,ANDHRA PRADESH,india
Bheemanapalli,533222,Konaseema,ANDHRA PRADESH,india
N.Kothapalli,533222,Konaseema,ANDHRA PRADESH,india
Pedagadavilli,533222,Konaseema,ANDHRA PRADESH,india
Komaragiripatnam,533210,Konaseema,ANDHRA PRADESH,india
Mokkalitippa,533212,Konaseema,ANDHRA PRADESH,india
Pallamkurru,533212,Konaseema,ANDHRA PRADESH,india
Serilanka,533220,Konaseema,ANDHRA PRADESH,india
T.Kothapalli,533220,Konaseema,ANDHRA PRADESH,india
Somidevarapalem,533216,Konaseema,ANDHRA PRADESH,india
Immidivarappadu,533218,Konaseema,ANDHRA PRADESH,india
Rollapalem,533218,Konaseema,ANDHRA PRADESH,india
Vannechintalapudi,533213,Konaseema,ANDHRA PRADESH,india
Kunavaram,533213,Konaseema,ANDHRA PRADESH,india
Tandavapalli,533213,Konaseema,ANDHRA PRADESH,india
A.Vemavaram,533577,Konaseema,ANDHRA PRADESH,india
Antarvedi,533252,Konaseema,ANDHRA PRADESH,india
Rambagh,533252,Konaseema,ANDHRA PRADESH,india
North Gopalapuram,533274,Konaseema,ANDHRA PRADESH,india
Ganti,533274,Konaseema,ANDHRA PRADESH,india
Kantevaripadu,533253,EAST GODAVARI,ANDHRA PRADESH,india
Badava,533247,Konaseema,ANDHRA PRADESH,india
Pasarlapudi,533247,Konaseema,ANDHRA PRADESH,india
Pedapatnam Lanka,533247,Konaseema,ANDHRA PRADESH,india
Gogannamatham,533248,Konaseema,ANDHRA PRADESH,india
Mulikipalli,533248,Konaseema,ANDHRA PRADESH,india
Aravapalem,533248,Konaseema,ANDHRA PRADESH,india
Magatapalli,533248,Konaseema,ANDHRA PRADESH,india
Ketharajuupalli,533238,Konaseema,ANDHRA PRADESH,india
Komarajulanka,533238,Konaseema,ANDHRA PRADESH,india
Narkedmilli,533236,Konaseema,ANDHRA PRADESH,india
Podagatapalli,533236,Konaseema,ANDHRA PRADESH,india
Eastpalem,533244,Konaseema,ANDHRA PRADESH,india
Gudapalli,533244,Konaseema,ANDHRA PRADESH,india
Mogalikuduru,533249,Konaseema,ANDHRA PRADESH,india
Pedapatnam,533249,Konaseema,ANDHRA PRADESH,india
Vadrevupalli,533249,Konaseema,ANDHRA PRADESH,india
Varada,531022,Anakapalli,ANDHRA PRADESH,india
K.J.Puram,531022,Anakapalli,ANDHRA PRADESH,india
Gattum,531151,VISAKHAPATANAM,ANDHRA PRADESH,india
Gorapur,531151,VISAKHAPATANAM,ANDHRA PRADESH,india
Korra,531151,VISAKHAPATANAM,ANDHRA PRADESH,india
Korrai,531151,VISAKHAPATANAM,ANDHRA PRADESH,india
Dosuru,531011,Anakapalli,ANDHRA PRADESH,india
Chettupalle,531036,Anakapalli,ANDHRA PRADESH,india
Gowripatnam,531036,Anakapalli,ANDHRA PRADESH,india
Rajam,531036,Anakapalli,ANDHRA PRADESH,india
Varahapuram,531036,Anakapalli,ANDHRA PRADESH,india
Chinanadipalli,531030,Anakapalli,ANDHRA PRADESH,india
Gummanti,531030,Anakapalli,ANDHRA PRADESH,india
Velamamidi,531030,Anakapalli,ANDHRA PRADESH,india
Madrebu,531030,Anakapalli,ANDHRA PRADESH,india
Dayarti,531030,Anakapalli,ANDHRA PRADESH,india
Sammeda,531030,Anakapalli,ANDHRA PRADESH,india
Murakada,531061,Anakapalli,ANDHRA PRADESH,india
Raja Koduru,531061,Anakapalli,ANDHRA PRADESH,india
Tummagunta,523230,PRAKASAM,ANDHRA PRADESH,india
Kothapenta,531034,Anakapalli,ANDHRA PRADESH,india
Kannurupalem,531031,VISAKHAPATANAM,ANDHRA PRADESH,india
Theeda,531031,VISAKHAPATANAM,ANDHRA PRADESH,india
Veduruparthi,531031,VISAKHAPATANAM,ANDHRA PRADESH,india
Chandanada,531081,VISAKHAPATANAM,ANDHRA PRADESH,india
Peda Doddigallu,531081,VISAKHAPATANAM,ANDHRA PRADESH,india
Pedateenarla,531081,VISAKHAPATANAM,ANDHRA PRADESH,india
Vedullapalem,531081,VISAKHAPATANAM,ANDHRA PRADESH,india
Ammulapalem,531002,VISAKHAPATANAM,ANDHRA PRADESH,india
Cheepurupalli,531020,VISAKHAPATANAM,ANDHRA PRADESH,india
Nunaparthi,531020,VISAKHAPATANAM,ANDHRA PRADESH,india
Gopalapatnam,531127,VISAKHAPATANAM,ANDHRA PRADESH,india
Kandipudi,531127,VISAKHAPATANAM,ANDHRA PRADESH,india
Srirampuram,531127,VISAKHAPATANAM,ANDHRA PRADESH,india
Chn Agraharam,531032,Anakapalli,ANDHRA PRADESH,india
Bowluwada,531032,Anakapalli,ANDHRA PRADESH,india
Ameena Sahebpeta,531055,Anakapalli,ANDHRA PRADESH,india
Enugutuni,531055,Anakapalli,ANDHRA PRADESH,india
Melupaka,531055,Anakapalli,ANDHRA PRADESH,india
Regupalem,531055,Anakapalli,ANDHRA PRADESH,india
Cherlopalem,531055,Anakapalli,ANDHRA PRADESH,india
Annavaram,531111,Alluri Sitharama Raju,ANDHRA PRADESH,india
Bonthilli,531029,Alluri Sitharama Raju,ANDHRA PRADESH,india
Vanthala,531029,Alluri Sitharama Raju,ANDHRA PRADESH,india
Pedalochali,531029,Alluri Sitharama Raju,ANDHRA PRADESH,india
Bongaram,531029,Alluri Sitharama Raju,ANDHRA PRADESH,india
Addumanda,531077,Alluri Sitharama Raju,ANDHRA PRADESH,india
Gamparai,531077,Alluri Sitharama Raju,ANDHRA PRADESH,india
Guda,531077,Alluri Sitharama Raju,ANDHRA PRADESH,india
Sukuru,531077,Alluri Sitharama Raju,ANDHRA PRADESH,india
Jarrakonda,531077,Alluri Sitharama Raju,ANDHRA PRADESH,india
Olda,531077,Alluri Sitharama Raju,ANDHRA PRADESH,india
Chekumaddila,531077,Alluri Sitharama Raju,ANDHRA PRADESH,india
Pathamallmpeta,531084,VISAKHAPATANAM,ANDHRA PRADESH,india
Sarabhannapalem,531084,VISAKHAPATANAM,ANDHRA PRADESH,india
Golugonda,531084,VISAKHAPATANAM,ANDHRA PRADESH,india
Chintaluru,531028,Anakapalli,ANDHRA PRADESH,india
Venkatapuram,531085,VISAKHAPATANAM,ANDHRA PRADESH,india
V Sarabhavaram,531114,Anakapalli,ANDHRA PRADESH,india
Cheedipalem,531087,VISAKHAPATANAM,ANDHRA PRADESH,india
Kakarapadu,531087,VISAKHAPATANAM,ANDHRA PRADESH,india
Chettupalle,531118,VISAKHAPATANAM,ANDHRA PRADESH,india
Downuru,531118,VISAKHAPATANAM,ANDHRA PRADESH,india
J P Agraharam,531118,VISAKHAPATANAM,ANDHRA PRADESH,india
K Yellavaram,531118,VISAKHAPATANAM,ANDHRA PRADESH,india
M K Patnam,531118,VISAKHAPATANAM,ANDHRA PRADESH,india
Sanivaram,531118,VISAKHAPATANAM,ANDHRA PRADESH,india
Kinthalli,531027,Anakapalli,ANDHRA PRADESH,india
Satyavaram,531027,Anakapalli,ANDHRA PRADESH,india
Pongalipaka,531027,Anakapalli,ANDHRA PRADESH,india
Burugupalem,531113,Anakapalli,ANDHRA PRADESH,india
Adakula,531115,VISAKHAPATANAM,ANDHRA PRADESH,india
E D Peta,531115,VISAKHAPATANAM,ANDHRA PRADESH,india
Gummadigonda,531115,VISAKHAPATANAM,ANDHRA PRADESH,india
Marripalem,531115,VISAKHAPATANAM,ANDHRA PRADESH,india
Sarugudu,531115,VISAKHAPATANAM,ANDHRA PRADESH,india
Kilagada,531040,VISAKHAPATANAM,ANDHRA PRADESH,india
Seethayyapeta,531025,Anakapalli,ANDHRA PRADESH,india
R V NAGAR,531133,Alluri Sitharama Raju,ANDHRA PRADESH,india
Pedavalasa,531133,Alluri Sitharama Raju,ANDHRA PRADESH,india
Dibbapalem,531026,Anakapalli,ANDHRA PRADESH,india
Lopudi,531026,Anakapalli,ANDHRA PRADESH,india
Veeravalli Agraharam,531026,Anakapalli,ANDHRA PRADESH,india
Vijayaramarajupeta,531026,Anakapalli,ANDHRA PRADESH,india
Bodapalem,531117,VISAKHAPATANAM,ANDHRA PRADESH,india
Cherlopalem,531117,VISAKHAPATANAM,ANDHRA PRADESH,india
M Bennavaram,531117,VISAKHAPATANAM,ANDHRA PRADESH,india
Atchampeta,533005,Kakinada,ANDHRA PRADESH,india
Panasapadu,533005,Kakinada,ANDHRA PRADESH,india
Valasapakala,533005,Kakinada,ANDHRA PRADESH,india
Patavala,533461,Kakinada,ANDHRA PRADESH,india
Chintaplli,533344,Kakinada,ANDHRA PRADESH,india
Bandanapudi,533468,Kakinada,ANDHRA PRADESH,india
Seela,533468,Kakinada,ANDHRA PRADESH,india
Selapaka,533468,Kakinada,ANDHRA PRADESH,india
Repuru,533006,Kakinada,ANDHRA PRADESH,india
Ganganapalli,533006,Kakinada,ANDHRA PRADESH,india
Z.Bhavaram,533462,Kakinada,ANDHRA PRADESH,india
Gadimoga,533463,Kakinada,ANDHRA PRADESH,india
Gurazanapalli,533016,Kakinada,ANDHRA PRADESH,india
Georgepeta,533464,Kakinada,ANDHRA PRADESH,india
Uppangala,533464,Kakinada,ANDHRA PRADESH,india
Gogullanka,533464,EAST GODAVARI,ANDHRA PRADESH,india
Bhimavaram,533428,Alluri Sitharama Raju,ANDHRA PRADESH,india
Bodlanka,533428,Alluri Sitharama Raju,ANDHRA PRADESH,india
Kinaparthi,533428,Alluri Sitharama Raju,ANDHRA PRADESH,india
Matlapadu,533428,Alluri Sitharama Raju,ANDHRA PRADESH,india
Bendapudi,533406,Kakinada,ANDHRA PRADESH,india
Mandapam,533406,Kakinada,ANDHRA PRADESH,india
P.E.Chinayapalem,533406,Kakinada,ANDHRA PRADESH,india
A Mallavaram,533449,Kakinada,ANDHRA PRADESH,india
Gokavaram,533430,EAST GODAVARI,ANDHRA PRADESH,india
Narendrapatnam,533435,Kakinada,ANDHRA PRADESH,india
Kothakottam,533407,Kakinada,ANDHRA PRADESH,india
Billananduru,533407,Kakinada,ANDHRA PRADESH,india
K E Chinnayyapalem,533407,Kakinada,ANDHRA PRADESH,india
Jalluru,533433,Kakinada,ANDHRA PRADESH,india
Gudivada,533437,Kakinada,ANDHRA PRADESH,india
Ramesampeta,533437,EAST GODAVARI,ANDHRA PRADESH,india
Goneda,533437,Kakinada,ANDHRA PRADESH,india
Vadlamuru,533437,Kakinada,ANDHRA PRADESH,india
Chandanampalem,533450,Kakinada,ANDHRA PRADESH,india
Lakshminarasapuram,533450,Kakinada,ANDHRA PRADESH,india
Vattigadda,533436,Alluri Sitharama Raju,ANDHRA PRADESH,india
Ananthagiri,533436,Alluri Sitharama Raju,ANDHRA PRADESH,india
Godi O Kurthi,533436,Alluri Sitharama Raju,ANDHRA PRADESH,india
Kirrabu,533436,Alluri Sitharama Raju,ANDHRA PRADESH,india
Lagarayi,533436,Alluri Sitharama Raju,ANDHRA PRADESH,india
Doddigunta,533291,EAST GODAVARI,ANDHRA PRADESH,india
Mulagapudi,533446,Kakinada,ANDHRA PRADESH,india
Pedamallapuram,533446,Kakinada,ANDHRA PRADESH,india
Kodada,533408,Kakinada,ANDHRA PRADESH,india
Krishnapuram,533408,Kakinada,ANDHRA PRADESH,india
Yellayyapeta,533408,EAST GODAVARI,ANDHRA PRADESH,india
Velamakothuru,533401,Kakinada,ANDHRA PRADESH,india
Boddavaram,533401,Kakinada,ANDHRA PRADESH,india
K Mallavaram,533401,Kakinada,ANDHRA PRADESH,india
Vemavaram,533401,Kakinada,ANDHRA PRADESH,india
Rayapalli,533483,Alluri Sitharama Raju,ANDHRA PRADESH,india
Chavitidibbalu,533483,Alluri Sitharama Raju,ANDHRA PRADESH,india
D. Ramavaram,533483,Alluri Sitharama Raju,ANDHRA PRADESH,india
Dakodu,533483,Alluri Sitharama Raju,ANDHRA PRADESH,india
P Yerragonda,533483,Alluri Sitharama Raju,ANDHRA PRADESH,india
Panasalapalem,533483,Alluri Sitharama Raju,ANDHRA PRADESH,india
Veeravaram,533483,Alluri Sitharama Raju,ANDHRA PRADESH,india
Maredubaka,533429,Alluri Sitharama Raju,ANDHRA PRADESH,india
Ramanayyapeta,533429,Kakinada,ANDHRA PRADESH,india
Vanchangi,533429,Alluri Sitharama Raju,ANDHRA PRADESH,india
Vannepudi,533451,EAST GODAVARI,ANDHRA PRADESH,india
Vengapuram Agraharam,535557,Parvathipuram Manyam,ANDHRA PRADESH,india
Iruwada,535557,SRIKAKULAM,ANDHRA PRADESH,india
Maruwada,535557,SRIKAKULAM,ANDHRA PRADESH,india
Vantharam,535557,Parvathipuram Manyam,ANDHRA PRADESH,india
Rajupeta,535573,VIZIANAGARAM,ANDHRA PRADESH,india
Gadelavalasa,535559,Parvathipuram Manyam,ANDHRA PRADESH,india
Kalavarai Agraharam,535559,VIZIANAGARAM,ANDHRA PRADESH,india
Mettavalasa,535559,VIZIANAGARAM,ANDHRA PRADESH,india
Garraju Chipurupalle,535128,SRIKAKULAM,ANDHRA PRADESH,india
Sivaram,535128,VIZIANAGARAM,ANDHRA PRADESH,india
Vedullavalasa,535128,VIZIANAGARAM,ANDHRA PRADESH,india
Golladi Agraharam,535578,VIZIANAGARAM,ANDHRA PRADESH,india
Bhimavaram,535578,VIZIANAGARAM,ANDHRA PRADESH,india
Koduru,535578,VIZIANAGARAM,ANDHRA PRADESH,india
Mugada,535578,VIZIANAGARAM,ANDHRA PRADESH,india
Gadelamarrivalasa,535102,VIZIANAGARAM,ANDHRA PRADESH,india
Sariki,535593,Parvathipuram Manyam,ANDHRA PRADESH,india
Maripalli,535593,Parvathipuram Manyam,ANDHRA PRADESH,india
Thonam,535593,Parvathipuram Manyam,ANDHRA PRADESH,india
Gedda Kancharam,532148,SRIKAKULAM,ANDHRA PRADESH,india
Perapi,535125,VIZIANAGARAM,ANDHRA PRADESH,india
Itlamamidipalli,535579,VIZIANAGARAM,ANDHRA PRADESH,india
Tamarakhandi,535546,Parvathipuram Manyam,ANDHRA PRADESH,india
Geddaluppi,535546,Parvathipuram Manyam,ANDHRA PRADESH,india
Krishnarayapuram,535546,Parvathipuram Manyam,ANDHRA PRADESH,india
Thondrangi,535101,VIZIANAGARAM,ANDHRA PRADESH,india
Devada,535101,VIZIANAGARAM,ANDHRA PRADESH,india
Geddapuvalasa,535101,VIZIANAGARAM,ANDHRA PRADESH,india
Konuru,535101,VIZIANAGARAM,ANDHRA PRADESH,india
Jada,532148,SRIKAKULAM,ANDHRA PRADESH,india
Boddam,532148,SRIKAKULAM,ANDHRA PRADESH,india
Chandraiahpeta,532148,SRIKAKULAM,ANDHRA PRADESH,india
Pogiri,532148,SRIKAKULAM,ANDHRA PRADESH,india
Velagavalasa,535126,VIZIANAGARAM,ANDHRA PRADESH,india
Akulakatta,535124,VIZIANAGARAM,ANDHRA PRADESH,india
Rajeru,535124,VIZIANAGARAM,ANDHRA PRADESH,india
Buradavenkatapuram,535463,Parvathipuram Manyam,ANDHRA PRADESH,india
Uddavolu,535463,Parvathipuram Manyam,ANDHRA PRADESH,india
Iridi,535523,VIZIANAGARAM,ANDHRA PRADESH,india
Rella,535523,VIZIANAGARAM,ANDHRA PRADESH,india
Dummangi,535523,VIZIANAGARAM,ANDHRA PRADESH,india
Podi,535523,VIZIANAGARAM,ANDHRA PRADESH,india
Puttajammu,535523,VIZIANAGARAM,ANDHRA PRADESH,india
Tamarakhandi Jammu,535594,Parvathipuram Manyam,ANDHRA PRADESH,india
Kottu,535521,Parvathipuram Manyam,ANDHRA PRADESH,india
Kuneru,535521,Parvathipuram Manyam,ANDHRA PRADESH,india
Naya,535521,VIZIANAGARAM,ANDHRA PRADESH,india
Sivannapeta,535524,Parvathipuram Manyam,ANDHRA PRADESH,india
Buddemkharja,535524,Parvathipuram Manyam,ANDHRA PRADESH,india
Pedamerangi,535526,Parvathipuram Manyam,ANDHRA PRADESH,india
Chintalabelagam,535526,Parvathipuram Manyam,ANDHRA PRADESH,india
Gorjipadu,535534,Parvathipuram Manyam,ANDHRA PRADESH,india
Dharmalakshmipuram,535534,Parvathipuram Manyam,ANDHRA PRADESH,india
Kondabaridi,535534,Parvathipuram Manyam,ANDHRA PRADESH,india
Neelakanthapuram,535534,Parvathipuram Manyam,ANDHRA PRADESH,india
Narsipuram,535522,Parvathipuram Manyam,ANDHRA PRADESH,india
Sangamvalasa,535522,Parvathipuram Manyam,ANDHRA PRADESH,india
Venkampeta,505187,Parvathipuram Manyam,ANDHRA PRADESH,india
Lakshminarayanapuram,535522,Parvathipuram Manyam,ANDHRA PRADESH,india
Talavaram,532462,Parvathipuram Manyam,ANDHRA PRADESH,india
Navagam,532462,Parvathipuram Manyam,ANDHRA PRADESH,india
Tettangi,532462,Parvathipuram Manyam,ANDHRA PRADESH,india
Aradali,532440,Parvathipuram Manyam,ANDHRA PRADESH,india
Bukkuru,532440,Parvathipuram Manyam,ANDHRA PRADESH,india
Pedakotipalli,532440,Parvathipuram Manyam,ANDHRA PRADESH,india
Krishnapalli,535502,Parvathipuram Manyam,ANDHRA PRADESH,india
Jamadala,535527,Parvathipuram Manyam,ANDHRA PRADESH,india
Putturu,535527,Parvathipuram Manyam,ANDHRA PRADESH,india
Lakhanapuram,535525,Parvathipuram Manyam,ANDHRA PRADESH,india
Gondi,532443,Parvathipuram Manyam,ANDHRA PRADESH,india
Pedduru,532443,Parvathipuram Manyam,ANDHRA PRADESH,india
Donubai,532460,Parvathipuram Manyam,ANDHRA PRADESH,india
Kadakella,532460,Parvathipuram Manyam,ANDHRA PRADESH,india
Pubbada,532460,Parvathipuram Manyam,ANDHRA PRADESH,india
V.Ramannapalem,533288,EAST GODAVARI,ANDHRA PRADESH,india
Burugupudi,533292,EAST GODAVARI,ANDHRA PRADESH,india
Kalavacherala,533297,EAST GODAVARI,ANDHRA PRADESH,india
Amudalabanda,533284,Alluri Sitharama Raju,ANDHRA PRADESH,india
Kothada,533284,Alluri Sitharama Raju,ANDHRA PRADESH,india
Indukuru,533354,Alluri Sitharama Raju,ANDHRA PRADESH,india
Devaram,533354,Alluri Sitharama Raju,ANDHRA PRADESH,india
Kondagunturu,533124,EAST GODAVARI,ANDHRA PRADESH,india
Rajavolu,533124,EAST GODAVARI,ANDHRA PRADESH,india
Kadiyapulanka,533126,EAST GODAVARI,ANDHRA PRADESH,india
Jegurupadu,533126,EAST GODAVARI,ANDHRA PRADESH,india
Ramadasupeta,533102,EAST GODAVARI,ANDHRA PRADESH,india
Palacherla,533353,EAST GODAVARI,ANDHRA PRADESH,india
Visranthipuram,533102,EAST GODAVARI,ANDHRA PRADESH,india
Narasapuram,533285,EAST GODAVARI,ANDHRA PRADESH,india
Nellipudi,533285,Alluri Sitharama Raju,ANDHRA PRADESH,india
Foulkspeta,533285,Alluri Sitharama Raju,ANDHRA PRADESH,india
Jaggampalem,533285,Alluri Sitharama Raju,ANDHRA PRADESH,india
Bayyanapalli,533285,Alluri Sitharama Raju,ANDHRA PRADESH,india
Vetukuru,533295,Alluri Sitharama Raju,ANDHRA PRADESH,india
Elivada,533295,Alluri Sitharama Raju,ANDHRA PRADESH,india
Thurumamidi,533295,Alluri Sitharama Raju,ANDHRA PRADESH,india
Valamuru,533295,Alluri Sitharama Raju,ANDHRA PRADESH,india
Ramaswamipeta,533294,EAST GODAVARI,ANDHRA PRADESH,india
Vemulukonda,533288,Alluri Sitharama Raju,ANDHRA PRADESH,india
Dorachintalapalem,533288,Alluri Sitharama Raju,ANDHRA PRADESH,india
Rampa,533288,Alluri Sitharama Raju,ANDHRA PRADESH,india
Tatiwada,533288,Alluri Sitharama Raju,ANDHRA PRADESH,india
Punyakshetram,533107,EAST GODAVARI,ANDHRA PRADESH,india
Ramachandrapuram,533287,EAST GODAVARI,ANDHRA PRADESH,india
Raghudevapuram,533287,EAST GODAVARI,ANDHRA PRADESH,india
MARRIGUDEM.,533350,Alluri Sitharama Raju,ANDHRA PRADESH,india
Lachigudem,533347,Alluri Sitharama Raju,ANDHRA PRADESH,india
Tellamvarigudem,533349,Alluri Sitharama Raju,ANDHRA PRADESH,india
Tulugonda,533347,Alluri Sitharama Raju,ANDHRA PRADESH,india
Kapavaram,533342,EAST GODAVARI,ANDHRA PRADESH,india
Duppalapudi,533342,EAST GODAVARI,ANDHRA PRADESH,india
Vulapalli,533343,EAST GODAVARI,ANDHRA PRADESH,india
Matsavaram,533261,Konaseema,ANDHRA PRADESH,india
Gummileru,533232,Konaseema,ANDHRA PRADESH,india
Jagannaiyakulapalem,533262,Konaseema,ANDHRA PRADESH,india
Kunduru,533262,Konaseema,ANDHRA PRADESH,india
Sivala,533262,Konaseema,ANDHRA PRADESH,india
Kesavaram,533341,Konaseema,ANDHRA PRADESH,india
G.Yerrampalem,533341,EAST GODAVARI,ANDHRA PRADESH,india
Tatapudi,533309,Konaseema,ANDHRA PRADESH,india
Valluru,533308,Konaseema,ANDHRA PRADESH,india
Satyavada,533305,Konaseema,ANDHRA PRADESH,india
Yandagandi,533305,Konaseema,ANDHRA PRADESH,india
Loharijola,532456,Parvathipuram Manyam,ANDHRA PRADESH,india
Manumakonda,532456,Parvathipuram Manyam,ANDHRA PRADESH,india
Katragada,532456,SRIKAKULAM,ANDHRA PRADESH,india
Nulakajodu,532456,SRIKAKULAM,ANDHRA PRADESH,india
Labham,532445,SRIKAKULAM,ANDHRA PRADESH,india
Neelampeta,532445,SRIKAKULAM,ANDHRA PRADESH,india
Lankam,532484,SRIKAKULAM,ANDHRA PRADESH,india
Bhagiradhipuram,532459,SRIKAKULAM,ANDHRA PRADESH,india
Gulumuru,532459,SRIKAKULAM,ANDHRA PRADESH,india
Irapadu,532459,SRIKAKULAM,ANDHRA PRADESH,india
Labba,532459,SRIKAKULAM,ANDHRA PRADESH,india
Neradi,532459,SRIKAKULAM,ANDHRA PRADESH,india
Karavanja,532432,SRIKAKULAM,ANDHRA PRADESH,india
Chinakittalapadu,532214,SRIKAKULAM,ANDHRA PRADESH,india
Dhanupuram,532214,SRIKAKULAM,ANDHRA PRADESH,india
Pedalamba,532214,SRIKAKULAM,ANDHRA PRADESH,india
Peddaseedhi,532214,SRIKAKULAM,ANDHRA PRADESH,india
Gunabhadra,532455,SRIKAKULAM,ANDHRA PRADESH,india
Dabbapadu,532458,SRIKAKULAM,ANDHRA PRADESH,india
Telikipenta,532458,SRIKAKULAM,ANDHRA PRADESH,india
Vondrajola,532458,SRIKAKULAM,ANDHRA PRADESH,india
Karagam,532421,SRIKAKULAM,ANDHRA PRADESH,india
Balada,532457,SRIKAKULAM,ANDHRA PRADESH,india
Bammidi,532457,SRIKAKULAM,ANDHRA PRADESH,india
Seetarampalli,532213,SRIKAKULAM,ANDHRA PRADESH,india
Singupuram,532213,SRIKAKULAM,ANDHRA PRADESH,india
Amapalam,532429,SRIKAKULAM,ANDHRA PRADESH,india
Gollalavalasa,532429,SRIKAKULAM,ANDHRA PRADESH,india
Belamara,532430,SRIKAKULAM,ANDHRA PRADESH,india
Gathalavalasa,532430,SRIKAKULAM,ANDHRA PRADESH,india
Malagam,532430,SRIKAKULAM,ANDHRA PRADESH,india
Savaraddapanasa,532426,SRIKAKULAM,ANDHRA PRADESH,india
Tilaru,532474,SRIKAKULAM,ANDHRA PRADESH,india
Chodavaram,532425,SRIKAKULAM,ANDHRA PRADESH,india
Alikam,532187,SRIKAKULAM,ANDHRA PRADESH,india
Cheemalavalasa,532186,SRIKAKULAM,ANDHRA PRADESH,india
Kanugulavalasa,532186,SRIKAKULAM,ANDHRA PRADESH,india
Naira,532187,SRIKAKULAM,ANDHRA PRADESH,india
Opivada Venkampeta,532186,SRIKAKULAM,ANDHRA PRADESH,india
Mofusbandar,532401,SRIKAKULAM,ANDHRA PRADESH,india
Patrunivalasa,532401,SRIKAKULAM,ANDHRA PRADESH,india
Sathivada,532405,SRIKAKULAM,ANDHRA PRADESH,india
Thotapalem,532005,SRIKAKULAM,ANDHRA PRADESH,india
Gumadam,532407,SRIKAKULAM,ANDHRA PRADESH,india
Ranasthalam,532407,SRIKAKULAM,ANDHRA PRADESH,india
Teppalavalasa,532407,SRIKAKULAM,ANDHRA PRADESH,india
Venkatapuram,532407,SRIKAKULAM,ANDHRA PRADESH,india
Ravada,532407,SRIKAKULAM,ANDHRA PRADESH,india
Allivalasa,532407,SRIKAKULAM,ANDHRA PRADESH,india
Allinagaram,532403,SRIKAKULAM,ANDHRA PRADESH,india
Tamavada,532403,SRIKAKULAM,ANDHRA PRADESH,india
Mandavakuriti,532168,SRIKAKULAM,ANDHRA PRADESH,india
Pathakumkam,532168,SRIKAKULAM,ANDHRA PRADESH,india
Walteru,532167,SRIKAKULAM,ANDHRA PRADESH,india
Pathivadapalem,532409,SRIKAKULAM,ANDHRA PRADESH,india
Rajam,532409,SRIKAKULAM,ANDHRA PRADESH,india
Sancham,532409,SRIKAKULAM,ANDHRA PRADESH,india
Naruva,532409,SRIKAKULAM,ANDHRA PRADESH,india
Nagulavalasa,532127,SRIKAKULAM,ANDHRA PRADESH,india
Rachagumadam,532127,VIZIANAGARAM,ANDHRA PRADESH,india
Kinthali,532402,SRIKAKULAM,ANDHRA PRADESH,india
Govindapuram,532123,SRIKAKULAM,ANDHRA PRADESH,india
Lingalavalasa,532123,SRIKAKULAM,ANDHRA PRADESH,india
Mamidivalasa,532123,SRIKAKULAM,ANDHRA PRADESH,india
Talada,532123,SRIKAKULAM,ANDHRA PRADESH,india
Kandisa,532122,SRIKAKULAM,ANDHRA PRADESH,india
Madduvalasa,532122,SRIKAKULAM,ANDHRA PRADESH,india
Neelayyavalasa,532122,SRIKAKULAM,ANDHRA PRADESH,india
Vonkuluru,532219,SRIKAKULAM,ANDHRA PRADESH,india
Gollagandi,532263,SRIKAKULAM,ANDHRA PRADESH,india
Nadumuru,532263,SRIKAKULAM,ANDHRA PRADESH,india
Garudakhandi,532220,SRIKAKULAM,ANDHRA PRADESH,india
Bhirlangi,532312,SRIKAKULAM,ANDHRA PRADESH,india
Dharmapuram,532312,SRIKAKULAM,ANDHRA PRADESH,india
Haripuram,532312,SRIKAKULAM,ANDHRA PRADESH,india
Mandapalli,532312,SRIKAKULAM,ANDHRA PRADESH,india
MUCHINDRA,532312,SRIKAKULAM,ANDHRA PRADESH,india
Sahalalaputtuga,532290,SRIKAKULAM,ANDHRA PRADESH,india
Dokulapadu,532222,SRIKAKULAM,ANDHRA PRADESH,india
Pallisaradhi,532222,SRIKAKULAM,ANDHRA PRADESH,india
Vajrapukotturu,532222,SRIKAKULAM,ANDHRA PRADESH,india
Borubhadra,532195,SRIKAKULAM,ANDHRA PRADESH,india
Kistupuram,532195,SRIKAKULAM,ANDHRA PRADESH,india
T.Lingalapadu,532195,SRIKAKULAM,ANDHRA PRADESH,india
Rushikudda,532292,SRIKAKULAM,ANDHRA PRADESH,india
Kerasingi,532215,SRIKAKULAM,ANDHRA PRADESH,india
Mundala,532291,SRIKAKULAM,ANDHRA PRADESH,india
Meghavaram,532211,SRIKAKULAM,ANDHRA PRADESH,india
Hanumanthunaidupeta,532211,SRIKAKULAM,ANDHRA PRADESH,india
Goppili,532221,SRIKAKULAM,ANDHRA PRADESH,india
Reyyipadu,532218,SRIKAKULAM,ANDHRA PRADESH,india
Palasapuram,532284,SRIKAKULAM,ANDHRA PRADESH,india
